analysis_type,seed,fold,threshold,n_speakers,recall,specificity,precision,f1,roc_auc,accuracy,balanced_accuracy,true_negatives,false_positives,false_negatives,true_positives,confusion_matrix_tn_fp_fn_tp,selection_note,train_recall,train_specificity,train_precision,train_f1
fixed_global_sweep,44,4,0.475,39,0.7894736842105263,0.65,0.6818181818181818,0.7317073170731707,0.7618421052631579,0.717948717948718,0.7197368421052632,13,7,4,15,"13,7,4,15",,,,,
fixed_global_sweep,44,5,0.475,38,0.5714285714285714,0.8823529411764706,0.8571428571428571,0.6857142857142857,0.6470588235294117,0.7105263157894737,0.726890756302521,15,2,9,12,"15,2,9,12",,,,,
fixed_global_sweep,45,1,0.475,38,0.7272727272727273,0.6296296296296297,0.4444444444444444,0.5517241379310345,0.7845117845117845,0.6578947368421053,0.6784511784511784,17,10,3,8,"17,10,3,8",,,,,
fixed_global_sweep,45,2,0.475,38,0.7272727272727273,0.875,0.8888888888888888,0.8,0.8167613636363638,0.7894736842105263,0.8011363636363636,14,2,6,16,"14,2,6,16",,,,,
fixed_global_sweep,45,3,0.475,39,0.5,0.68,0.4666666666666667,0.4827586206896552,0.5814285714285714,0.6153846153846154,0.5900000000000001,17,8,7,7,"17,8,7,7",,,,,
fixed_global_sweep,45,4,0.475,38,0.7222222222222222,0.6,0.6190476190476191,0.6666666666666666,0.7416666666666667,0.6578947368421053,0.6611111111111111,12,8,5,13,"12,8,5,13",,,,,
fixed_global_sweep,45,5,0.475,38,0.5789473684210527,0.631578947368421,0.6111111111111112,0.5945945945945946,0.5858725761772854,0.6052631578947368,0.6052631578947368,12,7,8,11,"12,7,8,11",,,,,
fixed_global_sweep,46,1,0.475,38,0.5882352941176471,0.9047619047619048,0.8333333333333334,0.6896551724137931,0.6946778711484594,0.7631578947368421,0.7464985994397759,19,2,7,10,"19,2,7,10",,,,,
fixed_global_sweep,46,2,0.475,37,0.8571428571428571,0.391304347826087,0.46153846153846156,0.6,0.7795031055900621,0.5675675675675675,0.6242236024844721,9,14,2,12,"9,14,2,12",,,,,
fixed_global_sweep,46,3,0.475,39,0.6666666666666666,0.5238095238095238,0.5454545454545454,0.6,0.6190476190476191,0.5897435897435898,0.5952380952380952,11,10,6,12,"11,10,6,12",,,,,
fixed_global_sweep,46,4,0.475,38,0.7058823529411765,0.6666666666666666,0.631578947368421,0.6666666666666666,0.6974789915966386,0.6842105263157895,0.6862745098039216,14,7,5,12,"14,7,5,12",,,,,
fixed_global_sweep,46,5,0.475,39,0.4444444444444444,0.9047619047619048,0.8,0.5714285714285714,0.6322751322751323,0.6923076923076923,0.6746031746031746,19,2,10,8,"19,2,10,8",,,,,
fixed_global_sweep,42,1,0.45,38,0.7333333333333333,0.6521739130434783,0.5789473684210527,0.6470588235294118,0.7913043478260869,0.6842105263157895,0.6927536231884057,15,8,4,11,"15,8,4,11",,,,,
fixed_global_sweep,42,2,0.45,38,0.7142857142857143,0.7083333333333334,0.5882352941176471,0.6451612903225806,0.6785714285714286,0.7105263157894737,0.7113095238095238,17,7,4,10,"17,7,4,10",,,,,
fixed_global_sweep,42,3,0.45,38,0.8636363636363636,0.5625,0.7307692307692307,0.7916666666666666,0.8522727272727273,0.7368421052631579,0.7130681818181819,9,7,3,19,"9,7,3,19",,,,,
fixed_global_sweep,42,4,0.45,39,0.6875,0.4782608695652174,0.4782608695652174,0.5641025641025641,0.5991847826086958,0.5641025641025641,0.5828804347826086,11,12,5,11,"11,12,5,11",,,,,
fixed_global_sweep,42,5,0.45,38,0.5882352941176471,0.7142857142857143,0.625,0.6060606060606061,0.6204481792717087,0.6578947368421053,0.6512605042016807,15,6,7,10,"15,6,7,10",,,,,
fixed_global_sweep,43,1,0.45,38,0.9,0.42857142857142855,0.36,0.5142857142857142,0.7339285714285715,0.5526315789473685,0.6642857142857143,12,16,1,9,"12,16,1,9",,,,,
fixed_global_sweep,43,2,0.45,38,0.6363636363636364,0.6875,0.7368421052631579,0.6829268292682927,0.6164772727272727,0.6578947368421053,0.6619318181818181,11,5,8,14,"11,5,8,14",,,,,
fixed_global_sweep,43,3,0.45,39,0.6842105263157895,0.85,0.8125,0.7428571428571429,0.7289473684210526,0.7692307692307693,0.7671052631578947,17,3,6,13,"17,3,6,13",,,,,
fixed_global_sweep,43,4,0.45,38,0.625,0.7272727272727273,0.625,0.625,0.6946022727272726,0.6842105263157895,0.6761363636363636,16,6,6,10,"16,6,6,10",,,,,
fixed_global_sweep,43,5,0.45,38,0.7647058823529411,0.6666666666666666,0.65,0.7027027027027027,0.7254901960784315,0.7105263157894737,0.7156862745098038,14,7,4,13,"14,7,4,13",,,,,
fixed_global_sweep,44,1,0.45,38,0.5,0.5454545454545454,0.4444444444444444,0.47058823529411764,0.5653409090909092,0.5263157894736842,0.5227272727272727,12,10,8,8,"12,10,8,8",,,,,
fixed_global_sweep,44,2,0.45,37,0.5714285714285714,0.6521739130434783,0.5,0.5333333333333333,0.6909937888198758,0.6216216216216216,0.6118012422360248,15,8,6,8,"15,8,6,8",,,,,
fixed_global_sweep,44,3,0.45,39,0.7857142857142857,0.52,0.4782608695652174,0.5945945945945946,0.7742857142857142,0.6153846153846154,0.6528571428571428,13,12,3,11,"13,12,3,11",,,,,
fixed_global_sweep,44,4,0.45,39,0.7894736842105263,0.65,0.6818181818181818,0.7317073170731707,0.7618421052631579,0.717948717948718,0.7197368421052632,13,7,4,15,"13,7,4,15",,,,,
fixed_global_sweep,44,5,0.45,38,0.6190476190476191,0.8823529411764706,0.8666666666666667,0.7222222222222222,0.6708683473389356,0.7368421052631579,0.7507002801120448,15,2,8,13,"15,2,8,13",,,,,
fixed_global_sweep,45,1,0.45,38,0.7272727272727273,0.6296296296296297,0.4444444444444444,0.5517241379310345,0.7845117845117845,0.6578947368421053,0.6784511784511784,17,10,3,8,"17,10,3,8",,,,,
fixed_global_sweep,45,2,0.45,38,0.7272727272727273,0.875,0.8888888888888888,0.8,0.8167613636363638,0.7894736842105263,0.8011363636363636,14,2,6,16,"14,2,6,16",,,,,
fixed_global_sweep,45,3,0.45,39,0.5,0.68,0.4666666666666667,0.4827586206896552,0.5814285714285714,0.6153846153846154,0.5900000000000001,17,8,7,7,"17,8,7,7",,,,,
fixed_global_sweep,45,4,0.45,38,0.7222222222222222,0.6,0.6190476190476191,0.6666666666666666,0.7416666666666667,0.6578947368421053,0.6611111111111111,12,8,5,13,"12,8,5,13",,,,,
fixed_global_sweep,45,5,0.45,38,0.5789473684210527,0.631578947368421,0.6111111111111112,0.5945945945945946,0.5858725761772854,0.6052631578947368,0.6052631578947368,12,7,8,11,"12,7,8,11",,,,,
fixed_global_sweep,46,1,0.45,38,0.5882352941176471,0.9047619047619048,0.8333333333333334,0.6896551724137931,0.6946778711484594,0.7631578947368421,0.7464985994397759,19,2,7,10,"19,2,7,10",,,,,
fixed_global_sweep,46,2,0.45,37,0.8571428571428571,0.391304347826087,0.46153846153846156,0.6,0.7795031055900621,0.5675675675675675,0.6242236024844721,9,14,2,12,"9,14,2,12",,,,,
fixed_global_sweep,46,3,0.45,39,0.7222222222222222,0.5238095238095238,0.5652173913043478,0.6341463414634146,0.6507936507936508,0.6153846153846154,0.623015873015873,11,10,5,13,"11,10,5,13",,,,,
fixed_global_sweep,46,4,0.45,38,0.7058823529411765,0.5714285714285714,0.5714285714285714,0.631578947368421,0.6974789915966386,0.631578947368421,0.6386554621848739,12,9,5,12,"12,9,5,12",,,,,
fixed_global_sweep,46,5,0.45,39,0.4444444444444444,0.9047619047619048,0.8,0.5714285714285714,0.6322751322751323,0.6923076923076923,0.6746031746031746,19,2,10,8,"19,2,10,8",,,,,
fixed_global_sweep,42,1,0.425,38,0.7333333333333333,0.6521739130434783,0.5789473684210527,0.6470588235294118,0.7913043478260869,0.6842105263157895,0.6927536231884057,15,8,4,11,"15,8,4,11",,,,,
fixed_global_sweep,42,2,0.425,38,0.7142857142857143,0.6666666666666666,0.5555555555555556,0.625,0.6785714285714286,0.6842105263157895,0.6904761904761905,16,8,4,10,"16,8,4,10",,,,,
fixed_global_sweep,42,3,0.425,38,0.8636363636363636,0.5625,0.7307692307692307,0.7916666666666666,0.8522727272727273,0.7368421052631579,0.7130681818181819,9,7,3,19,"9,7,3,19",,,,,
fixed_global_sweep,42,4,0.425,39,0.6875,0.4782608695652174,0.4782608695652174,0.5641025641025641,0.5991847826086958,0.5641025641025641,0.5828804347826086,11,12,5,11,"11,12,5,11",,,,,
fixed_global_sweep,42,5,0.425,38,0.5882352941176471,0.7142857142857143,0.625,0.6060606060606061,0.6204481792717087,0.6578947368421053,0.6512605042016807,15,6,7,10,"15,6,7,10",,,,,
fixed_global_sweep,43,1,0.425,38,0.9,0.42857142857142855,0.36,0.5142857142857142,0.7303571428571429,0.5526315789473685,0.6642857142857143,12,16,1,9,"12,16,1,9",,,,,
fixed_global_sweep,43,2,0.425,38,0.6363636363636364,0.625,0.7,0.6666666666666666,0.6164772727272727,0.631578947368421,0.6306818181818181,10,6,8,14,"10,6,8,14",,,,,
fixed_global_sweep,43,3,0.425,39,0.6842105263157895,0.85,0.8125,0.7428571428571429,0.7289473684210526,0.7692307692307693,0.7671052631578947,17,3,6,13,"17,3,6,13",,,,,
fixed_global_sweep,43,4,0.425,38,0.625,0.7272727272727273,0.625,0.625,0.6946022727272728,0.6842105263157895,0.6761363636363636,16,6,6,10,"16,6,6,10",,,,,
fixed_global_sweep,43,5,0.425,38,0.7647058823529411,0.6666666666666666,0.65,0.7027027027027027,0.7254901960784313,0.7105263157894737,0.7156862745098038,14,7,4,13,"14,7,4,13",,,,,
fixed_global_sweep,44,1,0.425,38,0.5,0.5454545454545454,0.4444444444444444,0.47058823529411764,0.5653409090909092,0.5263157894736842,0.5227272727272727,12,10,8,8,"12,10,8,8",,,,,
fixed_global_sweep,44,2,0.425,37,0.6428571428571429,0.6086956521739131,0.5,0.5625,0.6832298136645962,0.6216216216216216,0.6257763975155279,14,9,5,9,"14,9,5,9",,,,,
fixed_global_sweep,44,3,0.425,39,0.7857142857142857,0.48,0.4583333333333333,0.5789473684210527,0.7742857142857142,0.5897435897435898,0.6328571428571428,12,13,3,11,"12,13,3,11",,,,,
fixed_global_sweep,44,4,0.425,39,0.7894736842105263,0.6,0.6521739130434783,0.7142857142857143,0.7513157894736842,0.6923076923076923,0.6947368421052631,12,8,4,15,"12,8,4,15",,,,,
fixed_global_sweep,44,5,0.425,38,0.6666666666666666,0.8823529411764706,0.875,0.7567567567567568,0.7086834733893559,0.7631578947368421,0.7745098039215685,15,2,7,14,"15,2,7,14",,,,,
fixed_global_sweep,45,1,0.425,38,0.7272727272727273,0.6296296296296297,0.4444444444444444,0.5517241379310345,0.7676767676767676,0.6578947368421053,0.6784511784511784,17,10,3,8,"17,10,3,8",,,,,
fixed_global_sweep,45,2,0.425,38,0.7272727272727273,0.875,0.8888888888888888,0.8,0.8053977272727273,0.7894736842105263,0.8011363636363636,14,2,6,16,"14,2,6,16",,,,,
fixed_global_sweep,45,3,0.425,39,0.5,0.68,0.4666666666666667,0.4827586206896552,0.5814285714285714,0.6153846153846154,0.5900000000000001,17,8,7,7,"17,8,7,7",,,,,
fixed_global_sweep,45,4,0.425,38,0.7222222222222222,0.6,0.6190476190476191,0.6666666666666666,0.7416666666666667,0.6578947368421053,0.6611111111111111,12,8,5,13,"12,8,5,13",,,,,
fixed_global_sweep,45,5,0.425,38,0.5789473684210527,0.631578947368421,0.6111111111111112,0.5945945945945946,0.5858725761772854,0.6052631578947368,0.6052631578947368,12,7,8,11,"12,7,8,11",,,,,
fixed_global_sweep,46,1,0.425,38,0.6470588235294118,0.8571428571428571,0.7857142857142857,0.7096774193548387,0.6610644257703081,0.7631578947368421,0.7521008403361344,18,3,6,11,"18,3,6,11",,,,,
fixed_global_sweep,46,2,0.425,37,0.8571428571428571,0.391304347826087,0.46153846153846156,0.6,0.7795031055900621,0.5675675675675675,0.6242236024844721,9,14,2,12,"9,14,2,12",,,,,
fixed_global_sweep,46,3,0.425,39,0.7222222222222222,0.42857142857142855,0.52,0.6046511627906976,0.6455026455026455,0.5641025641025641,0.5753968253968254,9,12,5,13,"9,12,5,13",,,,,
fixed_global_sweep,46,4,0.425,38,0.7058823529411765,0.5714285714285714,0.5714285714285714,0.631578947368421,0.6974789915966386,0.631578947368421,0.6386554621848739,12,9,5,12,"12,9,5,12",,,,,
fixed_global_sweep,46,5,0.425,39,0.5,0.9047619047619048,0.8181818181818182,0.6206896551724138,0.6666666666666666,0.717948717948718,0.7023809523809523,19,2,9,9,"19,2,9,9",,,,,
fixed_global_sweep,42,1,0.4,38,0.8,0.6521739130434783,0.6,0.6857142857142857,0.7913043478260869,0.7105263157894737,0.7260869565217392,15,8,3,12,"15,8,3,12",,,,,
fixed_global_sweep,42,2,0.4,38,0.7142857142857143,0.625,0.5263157894736842,0.6060606060606061,0.6785714285714286,0.6578947368421053,0.6696428571428572,15,9,4,10,"15,9,4,10",,,,,
fixed_global_sweep,42,3,0.4,38,0.8636363636363636,0.5625,0.7307692307692307,0.7916666666666666,0.8522727272727273,0.7368421052631579,0.7130681818181819,9,7,3,19,"9,7,3,19",,,,,
fixed_global_sweep,42,4,0.4,39,0.6875,0.43478260869565216,0.4583333333333333,0.55,0.5991847826086958,0.5384615384615384,0.561141304347826,10,13,5,11,"10,13,5,11",,,,,
fixed_global_sweep,42,5,0.4,38,0.5882352941176471,0.6666666666666666,0.5882352941176471,0.5882352941176471,0.6204481792717087,0.631578947368421,0.6274509803921569,14,7,7,10,"14,7,7,10",,,,,
fixed_global_sweep,43,1,0.4,38,0.9,0.35714285714285715,0.3333333333333333,0.4864864864864865,0.7285714285714286,0.5,0.6285714285714286,10,18,1,9,"10,18,1,9",,,,,
fixed_global_sweep,43,2,0.4,38,0.6363636363636364,0.625,0.7,0.6666666666666666,0.6164772727272727,0.631578947368421,0.6306818181818181,10,6,8,14,"10,6,8,14",,,,,
fixed_global_sweep,43,3,0.4,39,0.6842105263157895,0.8,0.7647058823529411,0.7222222222222222,0.7289473684210526,0.7435897435897436,0.7421052631578948,16,4,6,13,"16,4,6,13",,,,,
fixed_global_sweep,43,4,0.4,38,0.625,0.6818181818181818,0.5882352941176471,0.6060606060606061,0.6946022727272728,0.6578947368421053,0.6534090909090908,15,7,6,10,"15,7,6,10",,,,,
fixed_global_sweep,43,5,0.4,38,0.7647058823529411,0.6666666666666666,0.65,0.7027027027027027,0.7254901960784315,0.7105263157894737,0.7156862745098038,14,7,4,13,"14,7,4,13",,,,,
fixed_global_sweep,44,1,0.4,38,0.5,0.5454545454545454,0.4444444444444444,0.47058823529411764,0.5653409090909092,0.5263157894736842,0.5227272727272727,12,10,8,8,"12,10,8,8",,,,,
fixed_global_sweep,44,2,0.4,37,0.7857142857142857,0.6086956521739131,0.55,0.6470588235294118,0.7313664596273292,0.6756756756756757,0.6972049689440993,14,9,3,11,"14,9,3,11",,,,,
fixed_global_sweep,44,3,0.4,39,0.7857142857142857,0.48,0.4583333333333333,0.5789473684210527,0.7742857142857142,0.5897435897435898,0.6328571428571428,12,13,3,11,"12,13,3,11",,,,,
fixed_global_sweep,44,4,0.4,39,0.7894736842105263,0.55,0.625,0.6976744186046512,0.7513157894736842,0.6666666666666666,0.6697368421052632,11,9,4,15,"11,9,4,15",,,,,
fixed_global_sweep,44,5,0.4,38,0.6666666666666666,0.8235294117647058,0.8235294117647058,0.7368421052631579,0.7058823529411765,0.7368421052631579,0.7450980392156863,14,3,7,14,"14,3,7,14",,,,,
fixed_global_sweep,45,1,0.4,38,0.7272727272727273,0.6296296296296297,0.4444444444444444,0.5517241379310345,0.7676767676767676,0.6578947368421053,0.6784511784511784,17,10,3,8,"17,10,3,8",,,,,
fixed_global_sweep,45,2,0.4,38,0.7727272727272727,0.875,0.8947368421052632,0.8292682926829268,0.8451704545454546,0.8157894736842105,0.8238636363636364,14,2,5,17,"14,2,5,17",,,,,
fixed_global_sweep,45,3,0.4,39,0.5,0.68,0.4666666666666667,0.4827586206896552,0.5814285714285714,0.6153846153846154,0.5900000000000001,17,8,7,7,"17,8,7,7",,,,,
fixed_global_sweep,45,4,0.4,38,0.7222222222222222,0.5,0.5652173913043478,0.6341463414634146,0.7347222222222222,0.6052631578947368,0.6111111111111112,10,10,5,13,"10,10,5,13",,,,,
fixed_global_sweep,45,5,0.4,38,0.5789473684210527,0.631578947368421,0.6111111111111112,0.5945945945945946,0.5858725761772854,0.6052631578947368,0.6052631578947368,12,7,8,11,"12,7,8,11",,,,,
fixed_global_sweep,46,1,0.4,38,0.6470588235294118,0.8571428571428571,0.7857142857142857,0.7096774193548387,0.6610644257703081,0.7631578947368421,0.7521008403361344,18,3,6,11,"18,3,6,11",,,,,
fixed_global_sweep,46,2,0.4,37,0.8571428571428571,0.391304347826087,0.46153846153846156,0.6,0.7795031055900621,0.5675675675675675,0.6242236024844721,9,14,2,12,"9,14,2,12",,,,,
fixed_global_sweep,46,3,0.4,39,0.7222222222222222,0.42857142857142855,0.52,0.6046511627906976,0.6455026455026456,0.5641025641025641,0.5753968253968254,9,12,5,13,"9,12,5,13",,,,,
fixed_global_sweep,46,4,0.4,38,0.7647058823529411,0.5714285714285714,0.5909090909090909,0.6666666666666666,0.6974789915966386,0.6578947368421053,0.6680672268907563,12,9,4,13,"12,9,4,13",,,,,
fixed_global_sweep,46,5,0.4,39,0.5,0.8571428571428571,0.75,0.6,0.6666666666666666,0.6923076923076923,0.6785714285714286,18,3,9,9,"18,3,9,9",,,,,
fixed_global_sweep,42,1,0.375,38,0.8,0.6086956521739131,0.5714285714285714,0.6666666666666666,0.7913043478260869,0.6842105263157895,0.7043478260869566,14,9,3,12,"14,9,3,12",,,,,
fixed_global_sweep,42,2,0.375,38,0.7142857142857143,0.625,0.5263157894736842,0.6060606060606061,0.6785714285714286,0.6578947368421053,0.6696428571428572,15,9,4,10,"15,9,4,10",,,,,
fixed_global_sweep,42,3,0.375,38,0.8636363636363636,0.5625,0.7307692307692307,0.7916666666666666,0.8522727272727273,0.7368421052631579,0.7130681818181819,9,7,3,19,"9,7,3,19",,,,,
fixed_global_sweep,42,4,0.375,39,0.6875,0.43478260869565216,0.4583333333333333,0.55,0.5991847826086958,0.5384615384615384,0.561141304347826,10,13,5,11,"10,13,5,11",,,,,
fixed_global_sweep,42,5,0.375,38,0.5882352941176471,0.6190476190476191,0.5555555555555556,0.5714285714285714,0.6204481792717087,0.6052631578947368,0.6036414565826331,13,8,7,10,"13,8,7,10",,,,,
fixed_global_sweep,43,1,0.375,38,0.9,0.35714285714285715,0.3333333333333333,0.4864864864864865,0.7285714285714286,0.5,0.6285714285714286,10,18,1,9,"10,18,1,9",,,,,
fixed_global_sweep,43,2,0.375,38,0.6363636363636364,0.5625,0.6666666666666666,0.6511627906976745,0.6136363636363636,0.6052631578947368,0.5994318181818181,9,7,8,14,"9,7,8,14",,,,,
fixed_global_sweep,43,3,0.375,39,0.6842105263157895,0.8,0.7647058823529411,0.7222222222222222,0.7289473684210526,0.7435897435897436,0.7421052631578948,16,4,6,13,"16,4,6,13",,,,,
fixed_global_sweep,43,4,0.375,38,0.625,0.6363636363636364,0.5555555555555556,0.5882352941176471,0.6946022727272726,0.631578947368421,0.6306818181818181,14,8,6,10,"14,8,6,10",,,,,
fixed_global_sweep,43,5,0.375,38,0.7647058823529411,0.6666666666666666,0.65,0.7027027027027027,0.7044817927170869,0.7105263157894737,0.7156862745098038,14,7,4,13,"14,7,4,13",,,,,
fixed_global_sweep,44,1,0.375,38,0.5625,0.5454545454545454,0.47368421052631576,0.5142857142857142,0.6221590909090908,0.5526315789473685,0.5539772727272727,12,10,7,9,"12,10,7,9",,,,,
fixed_global_sweep,44,2,0.375,37,0.7857142857142857,0.6086956521739131,0.55,0.6470588235294118,0.7313664596273292,0.6756756756756757,0.6972049689440993,14,9,3,11,"14,9,3,11",,,,,
fixed_global_sweep,44,3,0.375,39,0.7857142857142857,0.36,0.4074074074074074,0.5365853658536586,0.7714285714285714,0.5128205128205128,0.5728571428571428,9,16,3,11,"9,16,3,11",,,,,
fixed_global_sweep,44,4,0.375,39,0.7894736842105263,0.5,0.6,0.6818181818181818,0.7513157894736842,0.6410256410256411,0.6447368421052632,10,10,4,15,"10,10,4,15",,,,,
fixed_global_sweep,44,5,0.375,38,0.6666666666666666,0.8235294117647058,0.8235294117647058,0.7368421052631579,0.7058823529411765,0.7368421052631579,0.7450980392156863,14,3,7,14,"14,3,7,14",,,,,
fixed_global_sweep,45,1,0.375,38,0.7272727272727273,0.6296296296296297,0.4444444444444444,0.5517241379310345,0.7676767676767676,0.6578947368421053,0.6784511784511784,17,10,3,8,"17,10,3,8",,,,,
fixed_global_sweep,45,2,0.375,38,0.7727272727272727,0.875,0.8947368421052632,0.8292682926829268,0.8451704545454546,0.8157894736842105,0.8238636363636364,14,2,5,17,"14,2,5,17",,,,,
fixed_global_sweep,45,3,0.375,39,0.5,0.68,0.4666666666666667,0.4827586206896552,0.5814285714285714,0.6153846153846154,0.5900000000000001,17,8,7,7,"17,8,7,7",,,,,
fixed_global_sweep,45,4,0.375,38,0.7222222222222222,0.45,0.5416666666666666,0.6190476190476191,0.7333333333333333,0.5789473684210527,0.5861111111111111,9,11,5,13,"9,11,5,13",,,,,
fixed_global_sweep,45,5,0.375,38,0.5789473684210527,0.631578947368421,0.6111111111111112,0.5945945945945946,0.5858725761772854,0.6052631578947368,0.6052631578947368,12,7,8,11,"12,7,8,11",,,,,
fixed_global_sweep,46,1,0.375,38,0.6470588235294118,0.8571428571428571,0.7857142857142857,0.7096774193548387,0.6610644257703081,0.7631578947368421,0.7521008403361344,18,3,6,11,"18,3,6,11",,,,,
fixed_global_sweep,46,2,0.375,37,0.8571428571428571,0.391304347826087,0.46153846153846156,0.6,0.7795031055900621,0.5675675675675675,0.6242236024844721,9,14,2,12,"9,14,2,12",,,,,
fixed_global_sweep,46,3,0.375,39,0.7222222222222222,0.42857142857142855,0.52,0.6046511627906976,0.6455026455026456,0.5641025641025641,0.5753968253968254,9,12,5,13,"9,12,5,13",,,,,
fixed_global_sweep,46,4,0.375,38,0.7647058823529411,0.5238095238095238,0.5652173913043478,0.65,0.680672268907563,0.631578947368421,0.6442577030812324,11,10,4,13,"11,10,4,13",,,,,
fixed_global_sweep,46,5,0.375,39,0.5,0.8571428571428571,0.75,0.6,0.6666666666666666,0.6923076923076923,0.6785714285714286,18,3,9,9,"18,3,9,9",,,,,
fixed_global_sweep,42,1,0.35,38,0.8,0.5217391304347826,0.5217391304347826,0.631578947368421,0.7913043478260869,0.631578947368421,0.6608695652173913,12,11,3,12,"12,11,3,12",,,,,
fixed_global_sweep,42,2,0.35,38,0.7142857142857143,0.625,0.5263157894736842,0.6060606060606061,0.6666666666666667,0.6578947368421053,0.6696428571428572,15,9,4,10,"15,9,4,10",,,,,
fixed_global_sweep,42,3,0.35,38,0.8636363636363636,0.5625,0.7307692307692307,0.7916666666666666,0.8522727272727273,0.7368421052631579,0.7130681818181819,9,7,3,19,"9,7,3,19",,,,,
fixed_global_sweep,42,4,0.35,39,0.6875,0.391304347826087,0.44,0.5365853658536586,0.5896739130434783,0.5128205128205128,0.5394021739130435,9,14,5,11,"9,14,5,11",,,,,
fixed_global_sweep,42,5,0.35,38,0.5882352941176471,0.6190476190476191,0.5555555555555556,0.5714285714285714,0.6204481792717087,0.6052631578947368,0.6036414565826331,13,8,7,10,"13,8,7,10",,,,,
fixed_global_sweep,43,1,0.35,38,0.9,0.35714285714285715,0.3333333333333333,0.4864864864864865,0.7285714285714286,0.5,0.6285714285714286,10,18,1,9,"10,18,1,9",,,,,
fixed_global_sweep,43,2,0.35,38,0.6363636363636364,0.5625,0.6666666666666666,0.6511627906976745,0.6136363636363636,0.6052631578947368,0.5994318181818181,9,7,8,14,"9,7,8,14",,,,,
fixed_global_sweep,43,3,0.35,39,0.6842105263157895,0.8,0.7647058823529411,0.7222222222222222,0.7289473684210526,0.7435897435897436,0.7421052631578948,16,4,6,13,"16,4,6,13",,,,,
fixed_global_sweep,43,4,0.35,38,0.625,0.5909090909090909,0.5263157894736842,0.5714285714285714,0.6789772727272728,0.6052631578947368,0.6079545454545454,13,9,6,10,"13,9,6,10",,,,,
fixed_global_sweep,43,5,0.35,38,0.7647058823529411,0.6190476190476191,0.6190476190476191,0.6842105263157895,0.7044817927170869,0.6842105263157895,0.6918767507002801,13,8,4,13,"13,8,4,13",,,,,
fixed_global_sweep,44,1,0.35,38,0.625,0.5454545454545454,0.5,0.5555555555555556,0.609375,0.5789473684210527,0.5852272727272727,12,10,6,10,"12,10,6,10",,,,,
fixed_global_sweep,44,2,0.35,37,0.7857142857142857,0.6086956521739131,0.55,0.6470588235294118,0.7484472049689441,0.6756756756756757,0.6972049689440993,14,9,3,11,"14,9,3,11",,,,,
fixed_global_sweep,44,3,0.35,39,0.8571428571428571,0.36,0.42857142857142855,0.5714285714285714,0.7714285714285714,0.5384615384615384,0.6085714285714285,9,16,2,12,"9,16,2,12",,,,,
fixed_global_sweep,44,4,0.35,39,0.7894736842105263,0.5,0.6,0.6818181818181818,0.725,0.6410256410256411,0.6447368421052632,10,10,4,15,"10,10,4,15",,,,,
fixed_global_sweep,44,5,0.35,38,0.6666666666666666,0.8235294117647058,0.8235294117647058,0.7368421052631579,0.7058823529411765,0.7368421052631579,0.7450980392156863,14,3,7,14,"14,3,7,14",,,,,
fixed_global_sweep,45,1,0.35,38,0.7272727272727273,0.6296296296296297,0.4444444444444444,0.5517241379310345,0.7676767676767676,0.6578947368421053,0.6784511784511784,17,10,3,8,"17,10,3,8",,,,,
fixed_global_sweep,45,2,0.35,38,0.7727272727272727,0.8125,0.85,0.8095238095238095,0.8451704545454546,0.7894736842105263,0.7926136363636364,13,3,5,17,"13,3,5,17",,,,,
fixed_global_sweep,45,3,0.35,39,0.5,0.64,0.4375,0.4666666666666667,0.5814285714285714,0.5897435897435898,0.5700000000000001,16,9,7,7,"16,9,7,7",,,,,
fixed_global_sweep,45,4,0.35,38,0.7222222222222222,0.45,0.5416666666666666,0.6190476190476191,0.7333333333333333,0.5789473684210527,0.5861111111111111,9,11,5,13,"9,11,5,13",,,,,
fixed_global_sweep,45,5,0.35,38,0.631578947368421,0.5789473684210527,0.6,0.6153846153846154,0.6371191135734071,0.6052631578947368,0.6052631578947368,11,8,7,12,"11,8,7,12",,,,,
fixed_global_sweep,46,1,0.35,38,0.6470588235294118,0.8095238095238095,0.7333333333333333,0.6875,0.6526610644257703,0.7368421052631579,0.7282913165266107,17,4,6,11,"17,4,6,11",,,,,
fixed_global_sweep,46,2,0.35,37,0.8571428571428571,0.30434782608695654,0.42857142857142855,0.5714285714285714,0.7795031055900621,0.5135135135135135,0.5807453416149069,7,16,2,12,"7,16,2,12",,,,,
fixed_global_sweep,46,3,0.35,39,0.7222222222222222,0.38095238095238093,0.5,0.5909090909090909,0.6455026455026455,0.5384615384615384,0.5515873015873016,8,13,5,13,"8,13,5,13",,,,,
fixed_global_sweep,46,4,0.35,38,0.8235294117647058,0.5238095238095238,0.5833333333333334,0.6829268292682927,0.680672268907563,0.6578947368421053,0.6736694677871149,11,10,3,14,"11,10,3,14",,,,,
fixed_global_sweep,46,5,0.35,39,0.5,0.8571428571428571,0.75,0.6,0.6666666666666666,0.6923076923076923,0.6785714285714286,18,3,9,9,"18,3,9,9",,,,,
fixed_global_sweep,42,1,0.325,38,0.8,0.391304347826087,0.46153846153846156,0.5853658536585366,0.7913043478260869,0.5526315789473685,0.5956521739130435,9,14,3,12,"9,14,3,12",,,,,
fixed_global_sweep,42,2,0.325,38,0.7142857142857143,0.2916666666666667,0.37037037037037035,0.4878048780487805,0.6666666666666667,0.4473684210526316,0.5029761904761905,7,17,4,10,"7,17,4,10",,,,,
