seed,feature_mode,backbone,classifier,aggregation,threshold_policy,selected_threshold,speaker_recall,speaker_specificity,speaker_precision,speaker_f1,speaker_auc,clip_recall,clip_specificity,clip_precision,clip_f1,clip_auc,pass_target_zone,n_folds,n_speakers,selected_threshold_std,calibration_statuses
46,hubert_only,facebook/hubert-base-ls960,linear_svm_platt,majority_vote,constrained_spec_ge_0.50,0.96,0.17857142857142858,0.9813084112149533,0.8823529411764706,0.297029702970297,0.5418335558522475,0.1702127659574468,0.952755905511811,0.5714285714285714,0.26229508196721313,0.6578991455855252,no,5,191,0.0,training_only_in_sample_platt
46,hubert_only,facebook/hubert-base-ls960,linear_svm_platt,majority_vote,default_0.5,0.5,0.4166666666666667,0.7663551401869159,0.5833333333333334,0.4861111111111111,0.5663662661326214,0.43617021276595747,0.7795275590551181,0.422680412371134,0.4293193717277487,0.6578991455855252,no,5,191,0.0,training_only_in_sample_platt
46,hubert_only,facebook/hubert-base-ls960,linear_svm_platt,mean_score,constrained_spec_ge_0.50,0.96,0.11904761904761904,0.9906542056074766,0.9090909090909091,0.21052631578947367,0.6040275923453493,0.1702127659574468,0.952755905511811,0.5714285714285714,0.26229508196721313,0.6578991455855252,no,5,191,0.0,training_only_in_sample_platt
46,hubert_only,facebook/hubert-base-ls960,linear_svm_platt,mean_score,default_0.5,0.5,0.39285714285714285,0.822429906542056,0.6346153846153846,0.4852941176470588,0.6040275923453493,0.43617021276595747,0.7795275590551181,0.422680412371134,0.4293193717277487,0.6578991455855252,no,5,191,0.0,training_only_in_sample_platt
46,hubert_only,facebook/hubert-base-ls960,logistic_regression_platt,majority_vote,constrained_spec_ge_0.50,0.9800000000000001,0.25,0.9439252336448598,0.7777777777777778,0.3783783783783784,0.5572429906542056,0.24468085106382978,0.9251968503937008,0.5476190476190477,0.3382352941176471,0.6712598425196851,no,5,191,1.2412670766236366e-16,training_only_in_sample_platt
46,hubert_only,facebook/hubert-base-ls960,logistic_regression_platt,majority_vote,default_0.5,0.5,0.47619047619047616,0.7102803738317757,0.5633802816901409,0.5161290322580645,0.5961838006230531,0.5,0.7519685039370079,0.42727272727272725,0.46078431372549017,0.6712598425196851,no,5,191,0.0,training_only_in_sample_platt
46,hubert_only,facebook/hubert-base-ls960,logistic_regression_platt,mean_score,constrained_spec_ge_0.50,0.9800000000000001,0.19047619047619047,0.9719626168224299,0.8421052631578947,0.3106796116504854,0.6135959056519804,0.24468085106382978,0.9251968503937008,0.5476190476190477,0.3382352941176471,0.6712598425196851,no,5,191,1.2412670766236366e-16,training_only_in_sample_platt
46,hubert_only,facebook/hubert-base-ls960,logistic_regression_platt,mean_score,default_0.5,0.5,0.47619047619047616,0.794392523364486,0.6451612903225806,0.547945205479452,0.6135959056519804,0.5,0.7519685039370079,0.42727272727272725,0.46078431372549017,0.6712598425196851,no,5,191,0.0,training_only_in_sample_platt
46,hubert_plus_handcrafted,facebook/hubert-base-ls960,linear_svm_platt,majority_vote,constrained_spec_ge_0.50,0.958,0.17857142857142858,0.9906542056074766,0.9375,0.3,0.5506230529595015,0.18085106382978725,0.9606299212598425,0.6296296296296297,0.2809917355371901,0.6393030658401743,no,5,191,0.004472135954999583,training_only_in_sample_platt
46,hubert_plus_handcrafted,facebook/hubert-base-ls960,linear_svm_platt,majority_vote,default_0.5,0.5,0.35714285714285715,0.7476635514018691,0.5263157894736842,0.425531914893617,0.5387182910547397,0.3723404255319149,0.7913385826771654,0.3977272727272727,0.38461538461538464,0.6393030658401743,no,5,191,0.0,training_only_in_sample_platt
46,hubert_plus_handcrafted,facebook/hubert-base-ls960,linear_svm_platt,mean_score,constrained_spec_ge_0.50,0.958,0.13095238095238096,1.0,1.0,0.23157894736842105,0.5797730307076102,0.18085106382978725,0.9606299212598425,0.6296296296296297,0.2809917355371901,0.6393030658401743,no,5,191,0.004472135954999583,training_only_in_sample_platt
46,hubert_plus_handcrafted,facebook/hubert-base-ls960,linear_svm_platt,mean_score,default_0.5,0.5,0.34523809523809523,0.794392523364486,0.5686274509803921,0.42962962962962964,0.5797730307076102,0.3723404255319149,0.7913385826771654,0.3977272727272727,0.38461538461538464,0.6393030658401743,no,5,191,0.0,training_only_in_sample_platt
46,hubert_plus_handcrafted,facebook/hubert-base-ls960,logistic_regression_platt,majority_vote,constrained_spec_ge_0.50,0.982,0.27380952380952384,0.8878504672897196,0.6571428571428571,0.3865546218487395,0.5574098798397864,0.2765957446808511,0.889763779527559,0.48148148148148145,0.35135135135135137,0.6515748031496063,no,5,191,0.004472135954999584,training_only_in_sample_platt
46,hubert_plus_handcrafted,facebook/hubert-base-ls960,logistic_regression_platt,majority_vote,default_0.5,0.5,0.4166666666666667,0.7570093457943925,0.5737704918032787,0.4827586206896552,0.5759345794392523,0.425531914893617,0.7795275590551181,0.4166666666666667,0.42105263157894735,0.6515748031496063,no,5,191,0.0,training_only_in_sample_platt
46,hubert_plus_handcrafted,facebook/hubert-base-ls960,logistic_regression_platt,mean_score,constrained_spec_ge_0.50,0.982,0.21428571428571427,0.9813084112149533,0.9,0.34615384615384615,0.5832220738762794,0.2765957446808511,0.889763779527559,0.48148148148148145,0.35135135135135137,0.6515748031496063,no,5,191,0.004472135954999584,training_only_in_sample_platt
46,hubert_plus_handcrafted,facebook/hubert-base-ls960,logistic_regression_platt,mean_score,default_0.5,0.5,0.40476190476190477,0.8130841121495327,0.6296296296296297,0.4927536231884058,0.5832220738762794,0.425531914893617,0.7795275590551181,0.4166666666666667,0.42105263157894735,0.6515748031496063,no,5,191,0.0,training_only_in_sample_platt
