candidate_name,feature_mode,classifier,aggregation,threshold_policy,speaker_recall_mean,speaker_recall_std,speaker_specificity_mean,speaker_specificity_std,speaker_f1_mean,speaker_f1_std,target_zone_pass,better_than_phaseC,better_than_classical_baseline,recommendation,reason
max_probability_ensemble default_0.5,ensemble,ensemble,speaker_level_component_scores,default_0.5,0.6595238095238095,0.031043820977155467,0.6803738317757009,0.022312778292174436,0.6381243803449688,0.023584871049843817,no,yes,yes,hold,"Improved recall over Phase C while preserving the specificity floor, but did not reach the target zone."
